,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
3355570,2015,7,28,2,AA,1212,N4XYAA,MCO,DFW,1929,1935.0,6.0,15.0,1950.0,165.0,154.0,133.0,985,2103.0,6.0,2114,2109.0,-5.0,0,0,,,,,,
4289897,2015,9,24,4,DL,2142,N905DE,EWR,ATL,1930,1930.0,0.0,30.0,2000.0,154.0,141.0,103.0,746,2143.0,8.0,2204,2151.0,-13.0,0,0,,,,,,
874775,2015,2,27,5,DL,2572,N915AT,DTW,CLT,1010,1210.0,120.0,18.0,1228.0,114.0,97.0,73.0,500,1341.0,6.0,1204,1347.0,103.0,0,0,,0.0,0.0,103.0,0.0,0.0
222615,2015,1,15,4,MQ,3642,N856MQ,ORD,AZO,1220,1220.0,0.0,10.0,1230.0,51.0,40.0,25.0,122,1355.0,5.0,1411,1400.0,-11.0,0,0,,,,,,
1349704,2015,3,28,6,WN,3553,N636WN,SJC,ONT,1630,1628.0,-2.0,8.0,1636.0,65.0,65.0,53.0,333,1729.0,4.0,1735,1733.0,-2.0,0,0,,,,,,
5222405,2015,11,23,1,WN,2148,N436WN,BNA,DAL,905,907.0,2.0,9.0,916.0,120.0,103.0,90.0,623,1046.0,4.0,1105,1050.0,-15.0,0,0,,,,,,
1849038,2015,4,28,2,DL,2382,N927AT,TLH,ATL,1525,1525.0,0.0,12.0,1537.0,76.0,61.0,42.0,223,1619.0,7.0,1641,1626.0,-15.0,0,0,,,,,,
4069206,2015,9,10,4,MQ,3545,N632MQ,LFT,DFW,1614,1612.0,-2.0,12.0,1624.0,94.0,84.0,59.0,351,1723.0,13.0,1748,1736.0,-12.0,0,0,,,,,,
1049083,2015,3,10,2,EV,6167,N16546,CAK,ORD,1044,1104.0,20.0,12.0,1116.0,95.0,81.0,62.0,343,1118.0,7.0,1119,1125.0,6.0,0,0,,,,,,
3506195,2015,8,6,4,F9,754,N925FR,PHX,DEN,1651,1656.0,5.0,12.0,1708.0,104.0,98.0,80.0,602,1928.0,6.0,1935,1934.0,-1.0,0,0,,,,,,
3591137,2015,8,11,2,MQ,3689,N928MQ,SGF,DFW,1805,1807.0,2.0,16.0,1823.0,84.0,107.0,58.0,364,1921.0,33.0,1929,1954.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0
5207373,2015,11,22,7,DL,2132,N557NW,ATL,SAT,940,951.0,11.0,15.0,1006.0,154.0,158.0,133.0,874,1119.0,10.0,1114,1129.0,15.0,0,0,,4.0,0.0,1.0,10.0,0.0
5799345,2015,12,30,3,DL,506,N551NW,SJU,ATL,1505,1559.0,54.0,20.0,1619.0,245.0,221.0,192.0,1547,1831.0,9.0,1810,1840.0,30.0,0,0,,0.0,0.0,6.0,24.0,0.0
1299534,2015,3,25,3,US,1976,N107US,IAH,CLT,1540,1535.0,-5.0,14.0,1549.0,140.0,142.0,120.0,912,1849.0,8.0,1900,1857.0,-3.0,0,0,,,,,,
4379820,2015,9,30,3,EV,4610,N12552,EVV,ORD,1535,1531.0,-4.0,11.0,1542.0,75.0,77.0,56.0,272,1638.0,10.0,1650,1648.0,-2.0,0,0,,,,,,
186688,2015,1,13,2,DL,824,N314US,PHX,DTW,712,705.0,-7.0,16.0,721.0,227.0,220.0,197.0,1671,1238.0,7.0,1259,1245.0,-14.0,0,0,,,,,,
4010469,2015,9,6,7,NK,678,N617NK,RSW,DTW,1959,2018.0,19.0,11.0,2029.0,166.0,157.0,142.0,1084,2251.0,4.0,2245,2255.0,10.0,0,0,,,,,,
4740645,2015,10,23,5,DL,751,N956DL,10397,11986,1050,1047.0,-3.0,13.0,1100.0,119.0,103.0,85.0,640,1225.0,5.0,1249,1230.0,-19.0,0,0,,,,,,
3387779,2015,7,30,4,UA,1182,N57852,LAX,OGG,1710,1713.0,3.0,57.0,1810.0,331.0,362.0,298.0,2486,2008.0,7.0,1941,2015.0,34.0,0,0,,34.0,0.0,0.0,0.0,0.0
1046000,2015,3,10,2,WN,439,N624SW,DAL,STL,740,741.0,1.0,16.0,757.0,95.0,89.0,68.0,546,905.0,5.0,915,910.0,-5.0,0,0,,,,,,
4370981,2015,9,30,3,AA,2064,N578UW,IAH,CLT,700,655.0,-5.0,14.0,709.0,150.0,150.0,117.0,912,1006.0,19.0,1030,1025.0,-5.0,0,0,,,,,,
4243586,2015,9,21,1,WN,989,N8305E,BWI,ORF,2210,2205.0,-5.0,17.0,2222.0,55.0,54.0,33.0,159,2255.0,4.0,2305,2259.0,-6.0,0,0,,,,,,
2525578,2015,6,9,2,US,1773,N950UW,PHL,IAH,1135,1157.0,22.0,13.0,1210.0,213.0,193.0,176.0,1325,1406.0,4.0,1408,1410.0,2.0,0,0,,,,,,
5788663,2015,12,29,2,AA,547,N176UW,PHX,DFW,2110,2106.0,-4.0,12.0,2118.0,144.0,122.0,102.0,868,2400.0,8.0,34,8.0,-26.0,0,0,,,,,,
2545014,2015,6,10,3,OO,2763,N821AS,PHX,TUS,1355,1350.0,-5.0,24.0,1414.0,52.0,57.0,29.0,110,1443.0,4.0,1447,1447.0,0.0,0,0,,,,,,
3074721,2015,7,12,7,EV,4261,N13995,ALB,EWR,1021,1015.0,-6.0,25.0,1040.0,65.0,74.0,38.0,143,1118.0,11.0,1126,1129.0,3.0,0,0,,,,,,
5265147,2015,11,25,3,OO,4684,N935SW,ATL,SBN,2054,2044.0,-10.0,24.0,2108.0,111.0,113.0,85.0,566,2233.0,4.0,2245,2237.0,-8.0,0,0,,,,,,
2891175,2015,7,1,3,DL,808,N917DN,MSP,BOS,657,650.0,-7.0,16.0,706.0,164.0,164.0,139.0,1124,1025.0,9.0,1041,1034.0,-7.0,0,0,,,,,,
3490389,2015,8,5,3,WN,924,N948WN,OAK,LAS,1820,1830.0,10.0,8.0,1838.0,85.0,79.0,60.0,407,1938.0,11.0,1945,1949.0,4.0,0,0,,,,,,
332984,2015,1,22,4,UA,624,N432UA,ORD,DCA,1801,1759.0,-2.0,17.0,1816.0,114.0,94.0,73.0,612,2029.0,4.0,2055,2033.0,-22.0,0,0,,,,,,
5002179,2015,11,9,1,B6,2116,N306JB,JAX,DCA,914,906.0,-8.0,23.0,929.0,105.0,105.0,79.0,634,1048.0,3.0,1059,1051.0,-8.0,0,0,,,,,,
3084535,2015,7,12,7,UA,1774,N37470,IAD,LAX,2008,2010.0,2.0,10.0,2020.0,331.0,323.0,295.0,2288,2215.0,18.0,2239,2233.0,-6.0,0,0,,,,,,
1572339,2015,4,11,6,DL,1597,N985AT,SHV,ATL,1122,1119.0,-3.0,9.0,1128.0,96.0,91.0,71.0,551,1339.0,11.0,1358,1350.0,-8.0,0,0,,,,,,
984124,2015,3,6,5,DL,760,N3736C,ATL,SMF,944,1025.0,41.0,15.0,1040.0,316.0,301.0,284.0,2092,1224.0,2.0,1200,1226.0,26.0,0,0,,0.0,0.0,4.0,22.0,0.0
5535378,2015,12,13,7,UA,455,N429UA,AUS,SFO,1817,1854.0,37.0,9.0,1903.0,238.0,235.0,219.0,1504,2042.0,7.0,2015,2049.0,34.0,0,0,,13.0,0.0,0.0,21.0,0.0
4065823,2015,9,10,4,AA,1252,N565AA,PIT,DFW,1240,1234.0,-6.0,11.0,1245.0,188.0,182.0,167.0,1067,1432.0,4.0,1448,1436.0,-12.0,0,0,,,,,,
2545961,2015,6,10,3,UA,112,N76508,ORD,DEN,1456,1519.0,23.0,46.0,1605.0,157.0,182.0,125.0,888,1710.0,11.0,1633,1721.0,48.0,0,0,,25.0,0.0,23.0,0.0,0.0
3201008,2015,7,19,7,OO,5523,N760SK,SNA,SFO,1809,1800.0,-9.0,22.0,1822.0,83.0,85.0,57.0,372,1919.0,6.0,1932,1925.0,-7.0,0,0,,,,,,
1801719,2015,4,25,6,F9,551,N919FR,DEN,SAN,1535,1530.0,-5.0,25.0,1555.0,136.0,152.0,123.0,853,1658.0,4.0,1651,1702.0,11.0,0,0,,,,,,
4043013,2015,9,8,2,WN,256,N7825A,ATL,MSY,2210,2156.0,-14.0,21.0,2217.0,95.0,85.0,62.0,425,2219.0,2.0,2245,2221.0,-24.0,0,0,,,,,,
317260,2015,1,21,3,EV,4908,N691CA,GSO,ATL,1810,1800.0,-10.0,15.0,1815.0,86.0,95.0,58.0,306,1913.0,22.0,1936,1935.0,-1.0,0,0,,,,,,
985722,2015,3,6,5,US,1797,N827AW,CLT,MSY,1114,1126.0,12.0,10.0,1136.0,123.0,127.0,112.0,651,1228.0,5.0,1217,1233.0,16.0,0,0,,4.0,0.0,12.0,0.0,0.0
4046233,2015,9,9,3,MQ,3374,N830MQ,CMH,LGA,820,814.0,-6.0,12.0,826.0,106.0,98.0,78.0,479,944.0,8.0,1006,952.0,-14.0,0,0,,,,,,
3786163,2015,8,23,7,EV,5023,N851AS,ATL,MOB,1656,1756.0,60.0,15.0,1811.0,82.0,67.0,48.0,302,1759.0,4.0,1718,1803.0,45.0,0,0,,0.0,0.0,0.0,45.0,0.0
2139045,2015,5,16,6,AA,1672,N3DBAA,SJU,DFW,1319,1322.0,3.0,9.0,1331.0,331.0,295.0,272.0,2165,1703.0,14.0,1750,1717.0,-33.0,0,0,,,,,,
4457349,2015,10,5,1,DL,370,N535US,10397,12892,1500,1542.0,42.0,8.0,1550.0,300.0,277.0,258.0,1947,1708.0,11.0,1700,1719.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0
1401787,2015,3,31,2,AA,145,N3CWAA,MIA,SAN,2005,2036.0,31.0,28.0,2104.0,331.0,335.0,302.0,2267,2306.0,5.0,2236,2311.0,35.0,0,0,,4.0,0.0,31.0,0.0,0.0
278518,2015,1,19,1,AS,648,N797AS,SEA,TUS,1015,1010.0,-5.0,15.0,1025.0,170.0,165.0,146.0,1216,1351.0,4.0,1405,1355.0,-10.0,0,0,,,,,,
5218300,2015,11,22,7,DL,341,N990AT,ATL,TYS,2200,2157.0,-3.0,14.0,2211.0,56.0,47.0,29.0,152,2240.0,4.0,2256,2244.0,-12.0,0,0,,,,,,
1239014,2015,3,21,6,DL,1399,N371NW,SLC,RNO,2140,2132.0,-8.0,17.0,2149.0,87.0,88.0,66.0,422,2155.0,5.0,2207,2200.0,-7.0,0,0,,,,,,
773469,2015,2,20,5,US,695,N524UW,PHX,LAX,1805,1811.0,6.0,17.0,1828.0,86.0,85.0,59.0,370,1827.0,9.0,1831,1836.0,5.0,0,0,,,,,,
315946,2015,1,21,3,US,1955,N644AW,PBI,CLT,1700,1654.0,-6.0,15.0,1709.0,113.0,111.0,89.0,590,1838.0,7.0,1853,1845.0,-8.0,0,0,,,,,,
2553738,2015,6,11,4,DL,1481,N321US,LIT,ATL,600,557.0,-3.0,11.0,608.0,91.0,93.0,74.0,453,822.0,8.0,831,830.0,-1.0,0,0,,,,,,
1308510,2015,3,26,4,US,2125,N760US,DCA,LGA,800,755.0,-5.0,49.0,844.0,77.0,101.0,46.0,214,930.0,6.0,917,936.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
3678163,2015,8,17,1,WN,234,N747SA,SEA,SNA,600,559.0,-1.0,11.0,610.0,165.0,151.0,135.0,978,825.0,5.0,845,830.0,-15.0,0,0,,,,,,
5287786,2015,11,27,5,F9,668,N934FR,SFO,DEN,1950,1948.0,-2.0,18.0,2006.0,141.0,158.0,126.0,967,2312.0,14.0,2311,2326.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
4301564,2015,9,25,5,EV,5127,N606LR,HOU,ATL,1440,1438.0,-2.0,9.0,1447.0,112.0,108.0,93.0,696,1720.0,6.0,1732,1726.0,-6.0,0,0,,,,,,
1211231,2015,3,20,5,EV,4537,N14972,EWR,MEM,810,808.0,-2.0,17.0,825.0,187.0,186.0,163.0,946,1008.0,6.0,1017,1014.0,-3.0,0,0,,,,,,
4363596,2015,9,29,2,AS,64,N765AS,PSG,WRG,1523,1525.0,2.0,8.0,1533.0,22.0,25.0,14.0,31,1547.0,3.0,1545,1550.0,5.0,0,0,,,,,,
5373583,2015,12,3,4,UA,1174,N801UA,IAH,DCA,715,706.0,-9.0,18.0,724.0,178.0,162.0,142.0,1208,1046.0,2.0,1113,1048.0,-25.0,0,0,,,,,,
3878483,2015,8,29,6,OO,6526,N766SK,PHX,IAH,919,909.0,-10.0,24.0,933.0,157.0,159.0,127.0,1009,1340.0,8.0,1356,1348.0,-8.0,0,0,,,,,,
5414908,2015,12,5,6,UA,511,N73256,ORD,AUS,1916,1917.0,1.0,13.0,1930.0,173.0,160.0,142.0,977,2152.0,5.0,2209,2157.0,-12.0,0,0,,,,,,
2185934,2015,5,19,2,MQ,3164,N544MQ,DFW,CID,1230,1302.0,32.0,19.0,1321.0,124.0,114.0,90.0,685,1451.0,5.0,1434,1456.0,22.0,0,0,,0.0,0.0,22.0,0.0,0.0
2052280,2015,5,11,1,NK,419,N508NK,BOS,CLE,940,936.0,-4.0,16.0,952.0,119.0,109.0,86.0,563,1118.0,7.0,1139,1125.0,-14.0,0,0,,,,,,
5364493,2015,12,2,3,WN,3008,N8309C,BWI,LAS,1425,1447.0,22.0,15.0,1502.0,330.0,293.0,273.0,2106,1635.0,5.0,1655,1640.0,-15.0,0,0,,,,,,
4119820,2015,9,14,1,WN,518,N7731A,CLE,BNA,700,659.0,-1.0,6.0,705.0,90.0,80.0,69.0,448,714.0,5.0,730,719.0,-11.0,0,0,,,,,,
1736191,2015,4,21,2,DL,733,N812DN,DTW,SEA,1525,1522.0,-3.0,14.0,1536.0,288.0,275.0,252.0,1927,1648.0,9.0,1713,1657.0,-16.0,0,0,,,,,,
581428,2015,2,8,7,OO,3452,N218AG,SEA,HDN,1340,1333.0,-7.0,21.0,1354.0,135.0,135.0,109.0,891,1643.0,5.0,1655,1648.0,-7.0,0,0,,,,,,
3743437,2015,8,20,4,NK,1104,N632NK,SAN,DEN,2030,2023.0,-7.0,16.0,2039.0,138.0,139.0,111.0,853,2330.0,12.0,2348,2342.0,-6.0,0,0,,,,,,
4033992,2015,9,8,2,WN,2819,N739GB,SAN,LAS,1150,1149.0,-1.0,13.0,1202.0,70.0,70.0,51.0,258,1253.0,6.0,1300,1259.0,-1.0,0,0,,,,,,
1092562,2015,3,12,4,OO,5378,N925SW,ORD,PAH,2100,2056.0,-4.0,15.0,2111.0,80.0,72.0,54.0,342,2205.0,3.0,2220,2208.0,-12.0,0,0,,,,,,
13132,2015,1,1,4,DL,1259,N992DL,ATL,OKC,2059,2055.0,-4.0,20.0,2115.0,148.0,140.0,116.0,761,2211.0,4.0,2227,2215.0,-12.0,0,0,,,,,,
3207475,2015,7,20,1,B6,279,N760JB,LAS,LGB,730,723.0,-7.0,16.0,739.0,63.0,61.0,42.0,231,821.0,3.0,833,824.0,-9.0,0,0,,,,,,
3671881,2015,8,16,7,DL,1058,N550NW,MCO,ATL,1630,1702.0,32.0,18.0,1720.0,113.0,86.0,62.0,404,1822.0,6.0,1823,1828.0,5.0,0,0,,,,,,
1472886,2015,4,5,7,DL,1604,N950DL,FLL,DTW,1110,1104.0,-6.0,13.0,1117.0,190.0,187.0,168.0,1127,1405.0,6.0,1420,1411.0,-9.0,0,0,,,,,,
5386512,2015,12,3,4,AA,1759,N713UW,PHL,ATL,2025,2021.0,-4.0,18.0,2039.0,136.0,132.0,108.0,666,2227.0,6.0,2241,2233.0,-8.0,0,0,,,,,,
2398239,2015,6,1,1,AS,731,N508AS,IAH,SEA,1730,1731.0,1.0,15.0,1746.0,281.0,313.0,288.0,1874,2034.0,10.0,2011,2044.0,33.0,0,0,,33.0,0.0,0.0,0.0,0.0
471092,2015,2,1,7,WN,2034,N8305E,LAS,PHX,715,1040.0,205.0,46.0,1126.0,65.0,99.0,46.0,255,1312.0,7.0,920,1319.0,239.0,0,0,,34.0,0.0,0.0,0.0,205.0
3725348,2015,8,19,3,AS,107,N408AS,SEA,ANC,1915,1931.0,16.0,12.0,1943.0,207.0,217.0,201.0,1448,2204.0,4.0,2142,2208.0,26.0,0,0,,10.0,0.0,16.0,0.0,0.0
1376165,2015,3,30,1,OO,5536,N951SW,DEN,FCA,1105,1102.0,-3.0,19.0,1121.0,143.0,132.0,109.0,752,1310.0,4.0,1328,1314.0,-14.0,0,0,,,,,,
3530475,2015,8,8,6,OO,6396,N110SY,BOI,SFO,645,640.0,-5.0,12.0,652.0,111.0,95.0,80.0,522,712.0,3.0,736,715.0,-21.0,0,0,,,,,,
579022,2015,2,8,7,AA,1476,N3CDAA,LAS,MIA,1115,1122.0,7.0,17.0,1139.0,274.0,268.0,238.0,2174,1837.0,13.0,1849,1850.0,1.0,0,0,,,,,,
2973811,2015,7,6,1,AA,432,N910AW,PHX,OGG,1040,1038.0,-2.0,21.0,1059.0,390.0,384.0,357.0,2845,1356.0,6.0,1410,1402.0,-8.0,0,0,,,,,,
2412708,2015,6,2,2,B6,952,N298JB,MCO,BOS,1510,1511.0,1.0,16.0,1527.0,180.0,161.0,138.0,1121,1745.0,7.0,1810,1752.0,-18.0,0,0,,,,,,
2501425,2015,6,7,7,B6,688,N552JB,LAX,BOS,2314,2313.0,-1.0,17.0,2330.0,335.0,319.0,296.0,2611,726.0,6.0,749,732.0,-17.0,0,0,,,,,,
4494298,2015,10,7,3,EV,6022,N15574,11267,13930,1925,1920.0,-5.0,19.0,1939.0,72.0,84.0,56.0,240,1935.0,9.0,1937,1944.0,7.0,0,0,,,,,,
4932587,2015,11,4,3,AA,1974,N153UW,PHL,FLL,1750,1747.0,-3.0,11.0,1758.0,169.0,153.0,138.0,992,2016.0,4.0,2039,2020.0,-19.0,0,0,,,,,,
72620,2015,1,5,1,WN,4478,N653SW,MCO,BWI,1515,1523.0,8.0,13.0,1536.0,130.0,115.0,98.0,787,1714.0,4.0,1725,1718.0,-7.0,0,0,,,,,,
833473,2015,2,24,2,DL,1997,N358NB,MSY,DTW,1733,1726.0,-7.0,14.0,1740.0,145.0,150.0,128.0,926,2048.0,8.0,2058,2056.0,-2.0,0,0,,,,,,
560017,2015,2,6,5,OO,4831,N805SK,PHX,LAX,1920,1928.0,8.0,22.0,1950.0,90.0,90.0,63.0,370,1953.0,5.0,1950,1958.0,8.0,0,0,,,,,,
946585,2015,3,3,2,B6,1602,N586JB,FLL,JFK,2230,2230.0,0.0,13.0,2243.0,163.0,165.0,145.0,1069,108.0,7.0,113,115.0,2.0,0,0,,,,,,
1596051,2015,4,12,7,OO,5421,N948SW,DEN,SGU,2220,2219.0,-1.0,18.0,2237.0,104.0,101.0,78.0,517,2355.0,5.0,4,2400.0,-4.0,0,0,,,,,,
5172794,2015,11,19,4,EV,5887,N13908,EWR,MEM,2028,2103.0,35.0,18.0,2121.0,180.0,188.0,163.0,946,2304.0,7.0,2228,2311.0,43.0,0,0,,8.0,0.0,35.0,0.0,0.0
2642208,2015,6,16,2,DL,1753,N363NB,MSP,CLT,1016,1011.0,-5.0,14.0,1025.0,152.0,145.0,119.0,930,1324.0,12.0,1348,1336.0,-12.0,0,0,,,,,,
2631338,2015,6,15,1,WN,50,N563WN,MCO,HOU,1640,1639.0,-1.0,6.0,1645.0,140.0,130.0,114.0,849,1739.0,10.0,1800,1749.0,-11.0,0,0,,,,,,
3336442,2015,7,27,1,VX,936,N627VA,SFO,LAX,1740,1738.0,-2.0,11.0,1749.0,80.0,74.0,57.0,337,1846.0,6.0,1900,1852.0,-8.0,0,0,,,,,,
4505878,2015,10,8,4,WN,2964,N928WN,10140,10821,1430,1432.0,2.0,10.0,1442.0,225.0,216.0,202.0,1670,2004.0,4.0,2015,2008.0,-7.0,0,0,,,,,,
3822845,2015,8,25,2,OO,4442,N679CA,SLC,MSY,2000,1956.0,-4.0,14.0,2010.0,201.0,180.0,162.0,1428,2352.0,4.0,21,2356.0,-25.0,0,0,,,,,,
795042,2015,2,22,7,DL,1553,N689DL,LAS,ATL,1135,1146.0,11.0,14.0,1200.0,233.0,207.0,184.0,1747,1804.0,9.0,1828,1813.0,-15.0,0,0,,,,,,
4019928,2015,9,7,1,WN,2166,N463WN,MCI,BNA,1415,1414.0,-1.0,10.0,1424.0,85.0,82.0,68.0,491,1532.0,4.0,1540,1536.0,-4.0,0,0,,,,,,
4328167,2015,9,27,7,B6,462,N521JB,SJU,BOS,1249,1248.0,-1.0,9.0,1257.0,239.0,228.0,211.0,1674,1628.0,8.0,1648,1636.0,-12.0,0,0,,,,,,
2370078,2015,5,31,7,UA,1429,N68834,LAS,DEN,604,556.0,-8.0,11.0,607.0,116.0,108.0,86.0,628,833.0,11.0,900,844.0,-16.0,0,0,,,,,,
626927,2015,2,11,3,DL,2316,N126DL,LAS,DTW,1221,1214.0,-7.0,16.0,1230.0,239.0,243.0,216.0,1749,1906.0,11.0,1920,1917.0,-3.0,0,0,,,,,,
51707,2015,1,4,7,WN,1513,N7732A,MSY,DAL,1100,1124.0,24.0,5.0,1129.0,85.0,79.0,70.0,436,1239.0,4.0,1225,1243.0,18.0,0,0,,0.0,0.0,1.0,17.0,0.0
3666600,2015,8,16,7,WN,309,N8653A,DEN,MDW,1105,1106.0,1.0,13.0,1119.0,140.0,134.0,115.0,895,1414.0,6.0,1425,1420.0,-5.0,0,0,,,,,,
4791335,2015,10,26,1,OO,5355,N926SW,12892,14689,1629,1629.0,0.0,26.0,1655.0,48.0,49.0,19.0,89,1714.0,4.0,1717,1718.0,1.0,0,0,,,,,,
2057094,2015,5,11,1,DL,2172,N553NW,ATL,TPA,1425,1423.0,-2.0,20.0,1443.0,87.0,81.0,59.0,406,1542.0,2.0,1552,1544.0,-8.0,0,0,,,,,,
5365139,2015,12,2,3,DL,1666,N6707A,ATL,RDU,1502,1503.0,1.0,15.0,1518.0,80.0,75.0,57.0,356,1615.0,3.0,1622,1618.0,-4.0,0,0,,,,,,
4064318,2015,9,10,4,DL,2146,N750AT,SLC,DTW,1105,1104.0,-1.0,17.0,1121.0,207.0,195.0,172.0,1481,1613.0,6.0,1632,1619.0,-13.0,0,0,,,,,,
3714320,2015,8,19,3,WN,455,N8301J,MDW,PDX,820,831.0,11.0,20.0,851.0,270.0,252.0,228.0,1751,1039.0,4.0,1050,1043.0,-7.0,0,0,,,,,,
2288483,2015,5,26,2,DL,1316,N328NW,BOI,MSP,530,530.0,0.0,11.0,541.0,165.0,179.0,163.0,1142,924.0,5.0,915,929.0,14.0,0,0,,,,,,
4577599,2015,10,13,2,UA,1262,N39728,11292,14747,755,752.0,-3.0,10.0,802.0,174.0,177.0,161.0,1024,943.0,6.0,949,949.0,0.0,0,0,,,,,,
3345859,2015,7,28,2,UA,1647,N12225,DEN,IAH,956,1005.0,9.0,22.0,1027.0,147.0,146.0,114.0,862,1321.0,10.0,1323,1331.0,8.0,0,0,,,,,,
1930350,2015,5,3,7,WN,4519,N7735A,HOU,LAS,1720,1720.0,0.0,8.0,1728.0,200.0,193.0,179.0,1235,1827.0,6.0,1840,1833.0,-7.0,0,0,,,,,,
440566,2015,1,29,4,WN,4024,N8608N,LAS,SMF,2010,2008.0,-2.0,9.0,2017.0,85.0,80.0,67.0,397,2124.0,4.0,2135,2128.0,-7.0,0,0,,,,,,
414582,2015,1,28,3,EV,5981,N11544,ORD,GRB,947,944.0,-3.0,13.0,957.0,58.0,51.0,35.0,173,1032.0,3.0,1045,1035.0,-10.0,0,0,,,,,,
582099,2015,2,8,7,WN,2711,N915WN,ABQ,PHX,1425,1420.0,-5.0,7.0,1427.0,75.0,68.0,55.0,328,1522.0,6.0,1540,1528.0,-12.0,0,0,,,,,,
1980463,2015,5,6,3,WN,2454,N912WN,PHX,BUF,1725,1728.0,3.0,7.0,1735.0,245.0,238.0,226.0,1912,21.0,5.0,30,26.0,-4.0,0,0,,,,,,
2483085,2015,6,6,6,DL,2333,N364NW,MSP,SLC,1920,1918.0,-2.0,13.0,1931.0,170.0,171.0,140.0,991,2051.0,18.0,2110,2109.0,-1.0,0,0,,,,,,
4398516,2015,10,1,4,UA,515,N808UA,11066,13930,1750,1748.0,-2.0,13.0,1801.0,82.0,73.0,52.0,296,1753.0,8.0,1812,1801.0,-11.0,0,0,,,,,,
881667,2015,2,27,5,WN,2258,N402WN,STL,BNA,1700,1652.0,-8.0,6.0,1658.0,65.0,61.0,44.0,272,1742.0,11.0,1805,1753.0,-12.0,0,0,,,,,,
4054478,2015,9,9,3,AA,653,N762US,PHX,ANC,1705,1656.0,-9.0,12.0,1708.0,350.0,347.0,331.0,2552,2139.0,4.0,2155,2143.0,-12.0,0,0,,,,,,
4415896,2015,10,2,5,WN,3125,N234WN,11278,15016,1835,1904.0,29.0,15.0,1919.0,130.0,115.0,96.0,719,1955.0,4.0,1945,1959.0,14.0,0,0,,,,,,
40627,2015,1,3,6,UA,678,N832UA,SFO,DFW,1550,1546.0,-4.0,16.0,1602.0,205.0,196.0,171.0,1464,2053.0,9.0,2115,2102.0,-13.0,0,0,,,,,,
2113475,2015,5,14,4,MQ,3297,N932MQ,DFW,ABI,2025,2117.0,52.0,11.0,2128.0,60.0,43.0,28.0,158,2156.0,4.0,2125,2200.0,35.0,0,0,,0.0,0.0,13.0,22.0,0.0
5203097,2015,11,21,6,F9,667,N230FR,DEN,SFO,2045,2310.0,145.0,15.0,2325.0,170.0,151.0,129.0,967,34.0,7.0,2235,41.0,126.0,0,0,,0.0,0.0,0.0,126.0,0.0
2798811,2015,6,25,4,WN,350,N967WN,LAX,SMF,1400,1419.0,19.0,8.0,1427.0,75.0,76.0,59.0,373,1526.0,9.0,1515,1535.0,20.0,0,0,,1.0,0.0,14.0,5.0,0.0
1530204,2015,4,8,3,WN,4130,N236WN,MCO,PHX,1845,1858.0,13.0,10.0,1908.0,285.0,287.0,271.0,1849,2039.0,6.0,2030,2045.0,15.0,0,0,,2.0,0.0,13.0,0.0,0.0
2644642,2015,6,16,2,WN,3118,N645SW,MCO,STL,1240,1300.0,20.0,8.0,1308.0,140.0,135.0,123.0,882,1411.0,4.0,1400,1415.0,15.0,0,0,,0.0,0.0,4.0,11.0,0.0
4595890,2015,10,14,3,OO,6475,N939SW,14869,11292,1000,1019.0,19.0,15.0,1034.0,92.0,85.0,60.0,391,1134.0,10.0,1132,1144.0,12.0,0,0,,,,,,
5170590,2015,11,19,4,DL,1364,N663DN,MCI,ATL,1808,1806.0,-2.0,15.0,1821.0,116.0,106.0,85.0,692,2046.0,6.0,2104,2052.0,-12.0,0,0,,,,,,
3680029,2015,8,17,1,OO,3430,N171SY,SLC,PDX,730,722.0,-8.0,15.0,737.0,121.0,112.0,94.0,630,811.0,3.0,831,814.0,-17.0,0,0,,,,,,
2166629,2015,5,18,1,AS,730,N403AS,SEA,IAH,1015,1015.0,0.0,19.0,1034.0,258.0,266.0,241.0,1874,1635.0,6.0,1633,1641.0,8.0,0,0,,,,,,
2883841,2015,6,30,2,UA,1979,N75436,IAH,CLE,1602,1702.0,60.0,33.0,1735.0,166.0,204.0,164.0,1091,2119.0,7.0,1948,2126.0,98.0,0,0,,38.0,0.0,0.0,29.0,31.0
1861994,2015,4,29,3,WN,4211,N248WN,MDW,PHL,1155,1201.0,6.0,11.0,1212.0,120.0,116.0,99.0,668,1451.0,6.0,1455,1457.0,2.0,0,0,,,,,,
